account_id,customer_id,account_type,open_date,status,balance
1701,991,Investment,2022-05-23,Closed,45790.11
1702,4300,Credit Card,2021-03-29,Active,71470.43
1703,3757,Checking,2022-03-05,Active,13560.49
1704,11,Investment,2025-01-18,Active,26913.35
1705,2110,Checking,2025-09-14,Active,15952.29
1706,1157,Credit Card,2023-04-15,Active,130467.72
1707,3703,Investment,2024-07-17,Active,30712.6
1708,2387,Investment,2023-03-20,Active,97333.96
1709,2183,Investment,2024-11-17,Closed,111962.26
1710,2029,Savings,2022-03-24,Closed,29886.62
1711,4673,Investment,2024-06-22,Active,17163.17
1712,4872,Checking,2021-10-28,Active,122815.18
1713,572,Checking,2021-04-20,Active,27266.37
1714,4008,Checking,2023-06-13,Closed,120727.01
1715,903,Credit Card,2024-10-28,Active,59065.15
1716,4242,Investment,2022-06-22,Closed,85084.33
1717,3845,Savings,2022-02-19,Active,129524.79
1718,178,Checking,2023-05-25,Active,38115.87
1719,2634,Credit Card,2023-07-05,Active,106019.27
1720,3876,Savings,2023-12-18,Active,3927.57
1721,2818,Savings,2024-10-01,Closed,5239.8
1722,3829,Investment,2021-03-01,Closed,50450.96
1723,3854,Investment,2021-05-04,Active,95658.08
1724,4439,Checking,2024-10-25,Active,90157.28
1725,1960,Investment,2025-01-12,Active,129472.96
1726,4670,Savings,2021-08-13,Active,74051.65
1727,2078,Credit Card,2023-01-16,Active,105132.47
1728,1697,Investment,2022-05-24,Closed,140308.53
1729,3653,Credit Card,2021-01-19,Active,73647.18
1730,542,Checking,2025-04-03,Closed,126830.83
1731,2977,Checking,2021-09-01,Closed,40465.56
1732,4063,Investment,2021-03-15,Active,114322.1
1733,2469,Credit Card,2023-06-23,Active,120926.83
1734,1868,Credit Card,2022-06-05,Closed,32353.48
1735,2692,Credit Card,2024-09-13,Active,130262.51
1736,2149,Savings,2024-06-24,Closed,28113.07
1737,474,Checking,2024-06-12,Active,18093.77
1738,3701,Savings,2024-02-09,Closed,120636.5
1739,2100,Checking,2022-05-19,Closed,74120.96
1740,4254,Credit Card,2022-10-29,Active,149080.16
1741,342,Credit Card,2024-02-03,Active,4081.27
1742,1526,Checking,2024-07-05,Closed,94136.83
1743,3046,Checking,2023-06-12,Active,23600.0
1744,444,Credit Card,2021-09-12,Active,31405.03
1745,310,Investment,2021-09-24,Closed,29777.13
1746,175,Savings,2024-05-14,Active,54053.36
1747,3274,Credit Card,2022-12-24,Active,146781.49
1748,241,Checking,2023-06-21,Active,41639.19
1749,493,Savings,2025-07-06,Closed,31667.82
1750,1339,Checking,2021-02-22,Active,130024.08
1751,4992,Savings,2023-01-02,Active,83984.72
1752,2674,Checking,2021-01-09,Active,19639.42
1753,643,Savings,2024-09-22,Active,113830.5
1754,3150,Savings,2023-11-26,Active,45492.99
1755,1020,Checking,2025-05-21,Active,136552.12
1756,459,Credit Card,2022-12-11,Active,106468.08
1757,1782,Credit Card,2023-11-24,Closed,113594.83
1758,3977,Investment,2024-05-13,Active,88243.46
1759,4305,Savings,2025-03-13,Active,124738.64
1760,2700,Credit Card,2024-07-30,Active,79176.87
1761,860,Checking,2023-02-07,Active,73159.92
1762,1539,Savings,2025-04-16,Closed,139803.75
1763,1078,Credit Card,2024-04-16,Active,75914.27
1764,1513,Credit Card,2025-11-19,Active,97154.93
1765,3431,Checking,2025-05-05,Active,135836.92
1766,4848,Savings,2021-03-26,Active,140560.61
1767,1016,Investment,2024-03-23,Active,126822.42
1768,2145,Investment,2025-02-28,Closed,15945.46
1769,2774,Credit Card,2021-01-31,Active,87987.94
1770,944,Credit Card,2024-12-31,Active,76807.94
1771,1116,Credit Card,2024-09-02,Active,61379.67
1772,2380,Savings,2021-03-26,Active,4500.95
1773,3384,Credit Card,2024-05-04,Active,117686.22
1774,4927,Savings,2024-11-30,Active,129210.93
1775,4165,Checking,2023-11-13,Active,76414.55
1776,1099,Savings,2024-09-21,Closed,66076.57
1777,2702,Investment,2022-09-07,Closed,94324.02
1778,4040,Credit Card,2022-07-11,Active,55805.63
1779,963,Savings,2021-09-16,Closed,22683.52
1780,2364,Savings,2025-02-17,Closed,89622.2
1781,316,Investment,2021-02-04,Active,106748.88
1782,2712,Credit Card,2023-01-16,Active,85594.0
1783,3409,Credit Card,2023-08-04,Active,65738.34
1784,1087,Credit Card,2022-02-09,Closed,99019.16
1785,4003,Savings,2021-08-29,Active,54920.05
1786,1811,Checking,2022-12-05,Active,116590.22
1787,3531,Credit Card,2023-07-04,Active,56652.81
1788,1016,Savings,2025-05-22,Active,73877.45
1789,3955,Credit Card,2023-03-25,Active,120887.76
1790,2319,Credit Card,2025-08-01,Active,104167.9
1791,1655,Checking,2022-07-20,Closed,136007.11
1792,405,Credit Card,2021-04-25,Active,144077.15
1793,2756,Savings,2024-02-13,Active,53302.23
1794,2755,Credit Card,2025-08-29,Closed,120312.31
1795,1008,Savings,2023-05-19,Active,56265.26
1796,3963,Investment,2024-12-03,Closed,76591.71
1797,4592,Credit Card,2025-08-08,Active,45577.57
1798,4756,Checking,2021-07-07,Closed,113990.28
1799,417,Savings,2022-08-25,Active,71310.58
1800,3036,Investment,2022-11-07,Active,115010.83
1801,766,Investment,2024-07-05,Active,33848.6
1802,4555,Checking,2023-02-25,Active,130615.9
1803,3443,Credit Card,2021-03-15,Active,146938.06
1804,274,Credit Card,2023-01-25,Active,89783.98
1805,761,Credit Card,2021-08-10,Active,26395.13
1806,1326,Credit Card,2023-04-12,Active,5430.26
1807,1556,Savings,2024-11-05,Active,141094.44
1808,3551,Investment,2022-05-13,Active,28148.68
1809,20,Savings,2024-09-25,Closed,78054.62
1810,515,Savings,2024-02-21,Active,42857.32
1811,3685,Checking,2023-12-01,Closed,116052.26
1812,3542,Savings,2023-04-08,Active,132161.37
1813,1107,Checking,2025-02-22,Active,45197.16
1814,760,Credit Card,2022-01-16,Active,111557.25
1815,3316,Credit Card,2023-06-10,Closed,42075.06
1816,3384,Credit Card,2022-09-21,Active,39019.75
1817,4578,Savings,2022-02-02,Closed,90091.01
1818,3557,Savings,2023-04-13,Closed,89285.55
1819,2681,Checking,2023-11-28,Closed,66822.21
1820,2477,Savings,2022-07-13,Active,58531.47
1821,3653,Checking,2024-09-21,Active,139873.47
1822,2108,Savings,2023-02-26,Active,37773.55
1823,2680,Investment,2022-11-08,Closed,46987.38
1824,1182,Credit Card,2022-02-06,Active,141261.48
1825,3104,Checking,2025-06-11,Closed,40606.21
1826,4827,Investment,2023-03-07,Closed,100316.95
1827,4255,Checking,2021-05-11,Active,126047.44
1828,4724,Savings,2025-05-20,Active,99915.86
1829,1118,Investment,2022-06-30,Closed,21036.95
1830,430,Investment,2022-04-09,Active,34945.37
1831,4572,Credit Card,2025-05-04,Active,147196.65
1832,527,Investment,2022-02-22,Closed,138027.67
1833,4267,Investment,2022-11-01,Active,8192.94
1834,2175,Credit Card,2025-06-01,Active,87826.19
1835,2667,Investment,2024-10-15,Closed,97933.06
1836,3047,Investment,2025-08-18,Closed,84462.56
1837,18,Credit Card,2021-04-21,Active,10532.03
1838,1080,Investment,2023-03-22,Closed,39540.17
1839,2093,Credit Card,2024-05-17,Active,145233.22
1840,1837,Investment,2021-12-06,Active,55462.94
1841,880,Investment,2022-06-07,Active,29335.99
1842,2059,Credit Card,2025-06-26,Active,6825.49
1843,2391,Checking,2021-11-06,Closed,66739.98
1844,3735,Checking,2025-01-05,Active,21024.56
1845,2045,Checking,2022-10-30,Active,85961.55
1846,4323,Checking,2022-12-13,Active,61622.76
1847,830,Savings,2022-04-28,Active,131929.05
1848,4484,Checking,2022-10-17,Active,94073.24
1849,1537,Savings,2022-01-16,Closed,134906.9
1850,3365,Savings,2024-12-25,Active,128204.16
1851,4842,Checking,2024-11-17,Active,19764.08
1852,1675,Checking,2024-01-28,Active,60630.65
1853,4141,Checking,2024-06-14,Closed,6961.06
1854,2979,Savings,2021-11-06,Active,79547.35
1855,2864,Credit Card,2023-07-30,Closed,54596.5
1856,4904,Credit Card,2021-02-12,Active,71225.69
1857,1477,Investment,2022-12-21,Active,143643.01
1858,2376,Credit Card,2022-03-18,Active,7189.71
1859,52,Investment,2024-07-09,Closed,109870.2
1860,3001,Savings,2021-09-10,Active,64501.95
1861,89,Savings,2024-05-04,Active,16755.88
1862,4504,Investment,2024-04-18,Active,51203.26
1863,1648,Investment,2025-08-13,Active,42736.18
1864,3662,Savings,2022-05-05,Active,42871.07
1865,678,Savings,2024-06-02,Closed,42659.57
1866,713,Investment,2022-01-03,Closed,61979.41
1867,3262,Checking,2025-10-19,Active,33638.73
1868,3291,Investment,2021-06-27,Active,51293.01
1869,182,Savings,2023-05-08,Active,68326.53
1870,2718,Savings,2022-11-24,Closed,68806.97
1871,1138,Savings,2021-04-21,Closed,94543.97
1872,3876,Checking,2025-03-11,Active,68476.85
1873,2573,Checking,2021-08-19,Active,133444.27
1874,2919,Investment,2025-03-13,Closed,6729.56
1875,4744,Credit Card,2021-01-06,Closed,143561.41
1876,582,Checking,2021-12-31,Active,127484.12
1877,3717,Savings,2025-11-16,Active,145789.9
1878,2990,Savings,2025-06-26,Active,114155.98
1879,1896,Credit Card,2021-02-04,Active,79693.91
1880,4774,Credit Card,2024-12-06,Active,130695.49
1881,3430,Investment,2022-11-09,Active,134509.48
1882,4766,Savings,2022-08-31,Active,129172.58
1883,4326,Checking,2022-04-11,Active,41075.74
1884,3244,Credit Card,2024-10-31,Closed,112606.49
1885,2739,Credit Card,2024-07-10,Active,86243.79
1886,1169,Checking,2025-01-16,Active,10789.19
1887,531,Credit Card,2022-10-24,Active,116969.15
1888,808,Savings,2021-04-13,Active,43022.76
1889,2991,Savings,2025-01-21,Active,147087.92
1890,1664,Savings,2025-04-14,Active,47698.53
1891,3018,Credit Card,2024-12-04,Active,70086.61
1892,434,Credit Card,2021-01-06,Active,61140.25
1893,2159,Investment,2022-04-23,Closed,5434.22
1894,1202,Investment,2021-07-16,Active,124353.93
1895,2209,Checking,2023-06-22,Active,122927.81
1896,2794,Savings,2024-12-12,Active,129459.96
1897,4632,Investment,2025-03-06,Active,67637.58
1898,4417,Investment,2023-02-06,Active,68374.99
1899,4958,Credit Card,2023-06-30,Active,53513.59
1900,774,Savings,2023-10-08,Active,5063.73
1901,567,Credit Card,2021-04-28,Active,133925.75
1902,4831,Investment,2021-06-21,Active,37478.63
1903,604,Savings,2023-09-27,Closed,43484.6
1904,4093,Credit Card,2021-02-27,Active,6952.48
1905,2871,Credit Card,2024-12-13,Active,124291.18
1906,2737,Savings,2024-03-15,Active,70329.14
1907,4076,Investment,2025-10-12,Active,1502.62
1908,2138,Savings,2023-03-14,Active,70611.59
1909,2625,Savings,2023-05-22,Active,67799.93
1910,4760,Savings,2024-09-17,Closed,4397.37
1911,1055,Investment,2025-08-28,Active,18631.52
1912,3573,Checking,2023-11-16,Active,4445.24
1913,4968,Savings,2025-06-02,Closed,125846.37
1914,4814,Checking,2024-08-22,Active,126725.38
1915,29,Checking,2025-07-27,Closed,7819.32
1916,1609,Investment,2021-10-06,Closed,100182.38
1917,4321,Credit Card,2021-02-19,Closed,70008.4
1918,4022,Investment,2025-10-10,Active,13151.71
1919,4823,Savings,2023-08-09,Closed,76224.81
1920,824,Credit Card,2021-08-04,Closed,97298.19
1921,4915,Credit Card,2023-04-02,Closed,4711.62
1922,4022,Savings,2023-07-10,Active,144282.38
1923,2966,Checking,2023-03-11,Active,22819.81
1924,2901,Checking,2025-11-08,Active,55575.04
1925,1968,Investment,2025-10-19,Active,109725.75
1926,4996,Credit Card,2021-12-24,Active,7781.83
1927,2924,Investment,2021-08-05,Closed,112177.63
1928,4301,Investment,2023-05-03,Active,54784.37
1929,989,Savings,2024-02-03,Active,73764.62
1930,4069,Investment,2022-06-21,Active,75119.35
1931,4975,Credit Card,2022-05-04,Active,98363.5
1932,2515,Savings,2022-03-19,Active,58300.97
1933,4741,Investment,2024-04-23,Active,27027.84
1934,1185,Checking,2025-05-03,Active,91939.29
1935,505,Investment,2024-11-28,Active,64154.97
1936,4735,Savings,2021-09-10,Closed,121573.46
1937,917,Checking,2024-03-28,Closed,144343.58
1938,4713,Savings,2022-01-23,Active,36226.84
1939,308,Checking,2022-03-12,Active,114815.99
1940,3919,Savings,2024-02-15,Active,48480.04
1941,3223,Savings,2023-12-23,Closed,56399.7
1942,1929,Credit Card,2022-11-06,Active,63817.09
1943,1407,Savings,2021-04-20,Active,116445.03
1944,4022,Investment,2022-06-04,Active,17503.59
1945,4576,Investment,2021-11-19,Active,43912.23
1946,3018,Investment,2021-09-08,Active,85802.52
1947,1354,Savings,2025-06-28,Active,87061.87
1948,678,Investment,2023-06-22,Closed,50679.24
1949,67,Savings,2025-06-13,Active,103006.18
1950,3600,Checking,2023-02-04,Active,49185.69
1951,3952,Investment,2024-11-19,Closed,117255.72
1952,4609,Investment,2021-06-11,Active,30974.08
1953,1029,Credit Card,2024-10-02,Active,45620.51
1954,2616,Credit Card,2022-02-27,Active,75684.19
1955,627,Credit Card,2021-05-21,Closed,53081.9
1956,4814,Investment,2021-10-16,Active,7999.49
1957,2226,Checking,2023-11-22,Active,57390.0
1958,3057,Credit Card,2023-07-13,Closed,28374.77
1959,2102,Savings,2022-02-08,Active,61337.03
1960,3094,Investment,2025-08-21,Active,121084.7
1961,4400,Credit Card,2022-10-08,Active,60260.49
1962,2231,Credit Card,2022-04-12,Active,120378.89
1963,496,Checking,2025-05-29,Active,45326.37
1964,3988,Investment,2025-05-16,Active,93523.95
1965,2858,Savings,2022-07-25,Active,138162.97
1966,12,Checking,2021-08-07,Closed,91888.7
1967,931,Savings,2022-03-15,Active,55771.78
1968,2630,Credit Card,2022-03-07,Active,15561.45
1969,2662,Investment,2025-01-07,Active,128336.12
1970,2455,Credit Card,2023-07-28,Closed,8454.99
1971,758,Investment,2025-11-19,Active,126313.62
1972,1322,Savings,2023-02-27,Active,124909.38
1973,2739,Credit Card,2022-10-25,Closed,148376.84
1974,27,Checking,2021-12-31,Active,51581.55
1975,2054,Investment,2025-06-13,Active,22040.86
1976,2048,Credit Card,2024-03-12,Active,73783.62
1977,683,Investment,2025-03-18,Active,100127.99
1978,1877,Investment,2022-07-20,Closed,137003.91
1979,2790,Credit Card,2025-09-03,Closed,102934.48
1980,415,Checking,2023-05-05,Active,138987.5
1981,4305,Checking,2025-10-14,Active,66503.78
1982,2929,Investment,2021-08-10,Active,50925.9
1983,611,Checking,2022-06-16,Active,568.03
1984,1397,Credit Card,2021-12-05,Active,73396.87
1985,3272,Investment,2021-05-18,Active,135864.19
1986,2765,Credit Card,2023-06-13,Active,79552.85
1987,2751,Checking,2022-07-07,Active,33140.62
1988,1615,Investment,2023-06-10,Active,109757.48
1989,102,Credit Card,2021-10-15,Active,49646.51
1990,3532,Credit Card,2024-11-27,Active,66167.1
1991,811,Credit Card,2024-09-27,Closed,82546.24
1992,4636,Credit Card,2021-05-02,Active,110789.81
1993,2491,Savings,2024-04-28,Active,13303.83
1994,4792,Checking,2025-11-02,Active,97736.27
1995,1311,Credit Card,2024-03-14,Active,43883.88
1996,2329,Checking,2021-01-15,Active,122427.33
1997,2965,Investment,2024-11-21,Active,87282.92
1998,2331,Savings,2025-10-17,Closed,48556.39
1999,47,Savings,2021-09-05,Active,16656.86
2000,2474,Savings,2021-03-29,Active,93082.33
2001,4146,Credit Card,2024-08-17,Active,65658.05
2002,4123,Investment,2023-11-18,Closed,54916.07
2003,2436,Checking,2024-01-19,Active,69770.99
2004,4915,Savings,2021-09-13,Closed,68830.79
2005,2679,Checking,2024-05-27,Closed,47169.59
2006,2238,Checking,2024-11-22,Active,29112.62
2007,1225,Checking,2025-01-13,Active,133918.34
2008,806,Checking,2022-01-26,Active,132459.01
2009,1784,Credit Card,2021-07-29,Closed,124408.79
2010,4372,Savings,2025-04-21,Active,43828.05
2011,4450,Checking,2022-05-29,Active,22558.94
2012,2063,Savings,2023-03-20,Closed,71753.73
2013,670,Savings,2024-07-13,Active,1999.14
2014,1143,Savings,2022-10-04,Active,24259.44
2015,4399,Investment,2023-05-19,Active,122124.61
2016,3884,Checking,2023-02-28,Active,116027.31
2017,1622,Investment,2024-08-27,Closed,106395.08
2018,3849,Checking,2022-09-12,Closed,73275.83
2019,1099,Checking,2021-06-03,Closed,97718.16
2020,1463,Credit Card,2025-06-14,Active,3559.39
2021,1792,Checking,2024-12-02,Active,128243.79
2022,153,Investment,2024-11-09,Active,42906.77
2023,3785,Savings,2025-07-06,Active,41838.14
2024,3542,Credit Card,2022-12-11,Active,65811.77
2025,4357,Savings,2024-04-28,Active,73066.72
2026,3559,Savings,2025-03-22,Active,105047.75
2027,1799,Checking,2024-02-12,Active,119357.82
2028,4189,Savings,2024-03-26,Closed,97391.58
2029,1364,Investment,2025-05-11,Closed,77637.94
2030,3917,Checking,2025-02-19,Active,27506.52
2031,1903,Investment,2022-12-23,Active,12321.45
2032,4933,Savings,2023-01-23,Active,123182.49
2033,3493,Savings,2024-10-28,Active,97794.7
2034,2612,Credit Card,2022-05-26,Closed,108127.27
2035,2836,Investment,2021-01-15,Active,74594.93
2036,3072,Credit Card,2021-01-13,Active,98964.07
2037,4993,Investment,2024-06-07,Active,117444.6
2038,3737,Investment,2023-02-13,Closed,19224.24
2039,580,Checking,2022-05-02,Active,136836.93
2040,2937,Credit Card,2021-05-30,Active,111107.28
2041,2277,Savings,2025-03-13,Active,135083.6
2042,4774,Credit Card,2022-11-13,Active,29823.6
2043,1548,Checking,2024-12-20,Active,92043.89
2044,2876,Checking,2022-08-26,Closed,31621.28
2045,2904,Checking,2021-08-13,Active,89699.23
2046,4079,Credit Card,2022-09-25,Active,101042.39
2047,3514,Investment,2022-04-15,Active,110253.13
2048,81,Credit Card,2025-10-14,Active,38145.42
2049,4025,Investment,2022-05-02,Active,21529.69
2050,2137,Investment,2021-10-03,Closed,126570.07
2051,3819,Checking,2025-11-14,Active,132586.2
2052,1414,Checking,2022-03-20,Active,77635.2
2053,3616,Savings,2021-05-10,Active,141707.83
2054,2517,Investment,2024-10-13,Active,131660.23
2055,984,Savings,2021-05-25,Closed,112506.07
2056,4763,Savings,2023-05-17,Closed,133726.59
2057,1782,Checking,2021-05-25,Active,91145.67
2058,1687,Checking,2022-05-04,Active,149448.58
2059,4128,Savings,2023-04-05,Active,8548.81
2060,3539,Credit Card,2025-02-08,Active,101163.15
2061,216,Savings,2021-02-24,Active,76659.99
2062,154,Investment,2022-05-14,Active,82297.68
2063,3050,Checking,2025-01-04,Active,137695.44
2064,1057,Savings,2021-05-19,Active,11832.51
2065,2072,Checking,2021-02-18,Closed,7308.41
2066,4242,Investment,2022-06-21,Active,63979.47
2067,4507,Investment,2023-08-22,Active,27965.66
2068,527,Investment,2022-07-31,Active,31838.86
2069,1052,Credit Card,2021-02-12,Active,96811.97
2070,4060,Savings,2022-06-08,Active,46364.64
2071,1063,Checking,2021-08-02,Closed,54502.87
2072,369,Checking,2025-07-07,Active,126596.59
2073,16,Checking,2021-05-15,Active,17023.5
2074,1000,Credit Card,2022-04-26,Active,50426.73
2075,3730,Credit Card,2024-03-15,Active,7575.11
2076,3870,Savings,2025-04-06,Active,102012.78
2077,4889,Investment,2023-01-02,Closed,20006.29
2078,698,Investment,2023-09-29,Active,106760.54
2079,4915,Investment,2025-04-03,Closed,73920.43
2080,3901,Investment,2025-02-15,Active,129782.85
2081,1784,Investment,2023-10-22,Closed,98614.13
2082,1056,Savings,2025-06-06,Active,80188.15
2083,4701,Investment,2022-04-03,Active,6737.1
2084,4151,Savings,2023-09-03,Active,41599.16
2085,958,Credit Card,2024-04-17,Active,51566.6
2086,4107,Checking,2023-04-20,Closed,124330.73
2087,1830,Checking,2022-07-29,Active,75045.36
2088,4742,Investment,2024-09-08,Active,109323.19
2089,329,Checking,2022-05-23,Active,131517.73
2090,2614,Credit Card,2023-11-11,Active,136122.31
2091,869,Credit Card,2025-04-21,Active,99420.39
2092,1149,Credit Card,2021-03-09,Active,124172.19
2093,4923,Savings,2022-01-27,Active,67484.71
2094,4617,Credit Card,2022-10-10,Active,141501.72
2095,1867,Credit Card,2023-11-24,Closed,134512.61
2096,70,Checking,2021-10-15,Closed,144548.32
2097,612,Credit Card,2025-04-22,Active,69066.15
2098,2287,Checking,2022-01-16,Active,54176.68
2099,2853,Credit Card,2025-01-12,Active,101228.57
2100,2188,Checking,2022-08-02,Closed,113947.29
2101,4229,Investment,2024-12-21,Closed,70463.62
2102,4124,Savings,2025-11-27,Active,146255.71
2103,868,Checking,2025-04-11,Active,68602.02
2104,1146,Checking,2024-10-22,Active,3738.79
2105,2543,Checking,2023-10-10,Active,117452.53
2106,2418,Checking,2023-04-05,Closed,55375.62
2107,4029,Checking,2024-01-06,Active,14669.36
2108,189,Credit Card,2024-11-22,Closed,61623.8
2109,671,Investment,2023-12-05,Active,142679.9
2110,1221,Savings,2023-06-07,Active,45442.54
2111,4077,Credit Card,2021-05-02,Closed,70767.83
2112,942,Checking,2025-07-08,Active,75561.06
2113,3820,Checking,2025-05-14,Active,36707.03
2114,2674,Checking,2023-08-07,Active,99112.21
2115,1837,Checking,2025-05-29,Closed,37018.95
2116,2523,Investment,2025-09-17,Closed,116015.33
2117,4640,Investment,2024-06-10,Active,90307.53
2118,491,Savings,2025-03-26,Active,39486.92
2119,1865,Checking,2023-11-18,Closed,66625.42
2120,4873,Savings,2025-12-04,Active,60889.52
2121,4700,Credit Card,2021-11-26,Closed,3838.52
2122,4321,Checking,2021-09-06,Active,9348.58
2123,4192,Credit Card,2023-05-23,Active,20816.96
2124,686,Credit Card,2025-07-26,Active,103556.29
2125,3045,Checking,2021-07-18,Active,69825.6
2126,4872,Investment,2021-06-15,Active,3725.31
2127,2222,Investment,2022-05-11,Active,30072.66
2128,1267,Investment,2022-12-27,Closed,44754.7
2129,2709,Investment,2022-03-07,Active,47622.76
2130,1269,Checking,2022-02-25,Active,123332.04
2131,2113,Checking,2021-08-12,Active,88984.96
2132,222,Savings,2024-08-03,Active,57187.53
2133,4005,Savings,2021-07-29,Closed,97617.48
2134,1671,Checking,2021-04-19,Active,130735.92
2135,1447,Credit Card,2021-06-04,Active,25010.55
2136,3473,Investment,2025-05-25,Active,112365.29
2137,2995,Savings,2025-07-30,Active,100631.32
2138,2589,Investment,2025-05-07,Active,18992.19
2139,3354,Credit Card,2021-08-11,Active,40885.13
2140,1161,Checking,2023-04-27,Active,127727.27
2141,2699,Savings,2022-10-07,Closed,114596.71
2142,2595,Savings,2024-01-02,Closed,79730.18
2143,3021,Checking,2021-05-03,Active,127801.4
2144,4756,Credit Card,2025-08-01,Active,27854.38
2145,1569,Savings,2021-10-01,Active,83496.49
2146,4860,Credit Card,2022-04-17,Active,104202.83
2147,2731,Savings,2025-11-29,Active,50741.46
2148,4062,Checking,2022-10-10,Closed,107552.68
2149,4166,Investment,2021-06-30,Active,54426.47
2150,2415,Credit Card,2021-09-27,Active,42434.56
2151,3878,Investment,2023-10-06,Closed,38340.24
2152,2241,Investment,2024-03-04,Active,119251.39
2153,2010,Credit Card,2021-03-11,Closed,42705.6
2154,434,Investment,2021-04-10,Active,58286.55
2155,4359,Savings,2025-11-25,Closed,44998.88
2156,3559,Investment,2021-09-15,Active,121031.0
2157,1704,Investment,2023-10-15,Active,117881.02
2158,4608,Credit Card,2022-12-22,Closed,3594.31
2159,825,Checking,2021-10-14,Active,132949.97
2160,2083,Investment,2021-02-19,Active,129026.37
2161,2075,Credit Card,2025-07-17,Active,90656.31
2162,357,Investment,2021-07-09,Active,86238.95
2163,1824,Credit Card,2021-10-17,Closed,5146.77
2164,4618,Investment,2021-10-21,Active,54405.06
2165,854,Investment,2024-12-18,Active,30593.13
2166,3230,Checking,2025-05-04,Active,20188.59
2167,482,Savings,2024-08-22,Active,37355.53
2168,4895,Credit Card,2023-11-08,Active,140705.73
2169,3768,Credit Card,2024-02-15,Active,103009.02
2170,1989,Checking,2023-05-26,Closed,88933.79
2171,2168,Investment,2024-03-13,Active,50750.43
2172,2510,Credit Card,2024-05-23,Active,126487.15
2173,4154,Checking,2025-11-29,Active,67569.49
2174,1582,Checking,2025-01-26,Closed,106589.77
2175,2359,Savings,2024-10-26,Closed,109537.45
2176,4335,Savings,2022-04-14,Active,139800.39
2177,2293,Savings,2021-02-18,Active,90155.35
2178,1710,Savings,2023-03-19,Closed,58425.7
2179,3782,Credit Card,2023-04-17,Active,115083.61
2180,2268,Credit Card,2021-03-24,Closed,50785.28
2181,3004,Checking,2021-07-23,Active,83088.5
2182,1896,Checking,2023-10-31,Active,144741.17
2183,2869,Savings,2021-01-14,Active,80018.6
2184,4941,Checking,2021-11-28,Closed,116354.27
2185,2392,Credit Card,2024-10-22,Active,25871.37
2186,4309,Savings,2025-01-10,Closed,117086.64
2187,3441,Investment,2023-10-02,Active,27792.78
2188,1722,Credit Card,2022-10-14,Active,136642.72
2189,1878,Investment,2025-08-07,Active,109845.64
2190,1092,Investment,2025-01-05,Active,91382.73
2191,4739,Checking,2022-01-19,Active,18394.21
2192,98,Investment,2021-10-10,Active,73712.71
2193,1353,Credit Card,2021-05-19,Active,134158.05
2194,2060,Investment,2024-11-28,Closed,145701.98
2195,2813,Investment,2022-03-20,Active,54498.23
2196,2921,Savings,2023-09-03,Active,145454.0
2197,2918,Checking,2022-01-07,Active,10291.25
2198,3713,Checking,2022-03-31,Active,8235.07
2199,1717,Savings,2025-09-19,Closed,67669.18
2200,1866,Savings,2021-08-04,Closed,148341.15
2201,2255,Credit Card,2021-06-25,Active,8224.86
2202,1310,Investment,2024-11-02,Active,91177.31
2203,220,Savings,2023-12-13,Closed,81844.54
2204,152,Checking,2021-01-01,Closed,23036.13
2205,226,Investment,2024-02-23,Active,130775.95
2206,994,Credit Card,2023-12-06,Active,27408.16
2207,4885,Credit Card,2024-08-10,Closed,115977.65
2208,1077,Savings,2022-04-26,Active,122022.53
2209,4228,Investment,2025-01-17,Active,17690.68
2210,2956,Checking,2023-07-02,Active,25518.81
2211,113,Checking,2025-08-05,Closed,129626.76
2212,4957,Checking,2022-08-03,Closed,50764.92
2213,1387,Credit Card,2025-06-17,Active,142049.12
2214,197,Investment,2021-04-07,Closed,74296.92
2215,2864,Investment,2023-11-23,Active,51430.93
2216,4434,Checking,2022-11-24,Active,86468.54
2217,795,Credit Card,2022-09-14,Active,44853.06
2218,3586,Savings,2021-12-27,Closed,62139.07
2219,2387,Investment,2024-10-18,Active,67074.3
2220,4110,Credit Card,2023-05-30,Active,81256.42
2221,1023,Savings,2022-08-13,Active,46615.44
2222,1852,Credit Card,2024-08-26,Active,137039.03
2223,2124,Savings,2023-04-02,Active,73305.59
2224,3163,Savings,2022-06-19,Active,90913.73
2225,1649,Credit Card,2025-10-24,Active,64148.86
2226,3094,Credit Card,2023-07-09,Active,66522.16
2227,4586,Investment,2024-10-08,Active,80168.32
2228,3658,Checking,2022-07-09,Active,8662.91
2229,3578,Savings,2023-07-27,Closed,43809.69
2230,751,Investment,2023-10-30,Active,98141.26
2231,3687,Credit Card,2024-01-07,Active,68449.85
2232,430,Savings,2021-05-29,Active,86461.16
2233,898,Credit Card,2023-06-03,Active,101530.4
2234,4896,Savings,2023-12-05,Active,147335.4
2235,3593,Checking,2024-01-25,Active,66339.18
2236,2399,Investment,2021-03-22,Active,58652.25
2237,560,Investment,2025-07-01,Active,59389.88
2238,4751,Investment,2022-01-01,Active,113649.32
2239,1807,Savings,2024-09-30,Closed,142947.96
2240,2805,Investment,2025-05-09,Active,21577.01
2241,3190,Savings,2023-09-18,Active,23567.73
2242,2042,Checking,2021-01-10,Active,68946.3
2243,4145,Credit Card,2025-11-02,Active,55427.82
2244,1163,Credit Card,2024-12-16,Active,51392.67
2245,3182,Checking,2023-02-19,Active,87259.9
2246,7,Credit Card,2025-11-28,Closed,121774.05
