customer_id,customer_name,age,gender,state,customer_segment,join_date,annual_income
1451,Customer 1451,51,Female,Michigan,Entry,2023-03-06,49848.92
1452,Customer 1452,72,Female,Michigan,Mass Affluent,2023-05-16,125503.3
1453,Customer 1453,26,Male,North Carolina,Standard,2023-05-23,244119.79
1454,Customer 1454,35,Other,California,Entry,2024-10-17,146001.32
1455,Customer 1455,54,Male,Florida,Entry,2024-08-18,126218.21
1456,Customer 1456,51,Female,California,Mass Affluent,2025-06-30,180549.07
1457,Customer 1457,74,Male,North Carolina,Entry,2022-09-08,95005.96
1458,Customer 1458,56,Male,Ohio,High Value,2021-04-08,142343.35
1459,Customer 1459,27,Female,Michigan,Standard,2023-04-26,108200.68
1460,Customer 1460,26,Other,Ohio,High Value,2024-04-14,192913.56
1461,Customer 1461,32,Male,Georgia,High Value,2023-08-06,48323.92
1462,Customer 1462,66,Female,Illinois,Entry,2025-12-01,196617.94
1463,Customer 1463,60,Female,Illinois,Mass Affluent,2023-07-11,76435.04
1464,Customer 1464,68,Other,Florida,High Value,2021-06-10,125435.76
1465,Customer 1465,21,Female,Texas,High Value,2021-02-06,67781.78
1466,Customer 1466,50,Other,Georgia,Entry,2023-09-05,96616.0
1467,Customer 1467,60,Female,Georgia,Standard,2025-07-24,49279.73
1468,Customer 1468,21,Male,Texas,High Value,2021-10-04,183127.14
1469,Customer 1469,75,Male,New York,Entry,2022-01-21,172697.11
1470,Customer 1470,36,Female,North Carolina,Mass Affluent,2024-08-23,48940.58
1471,Customer 1471,50,Male,Virginia,Entry,2025-04-26,34799.7
1472,Customer 1472,30,Other,Virginia,Entry,2021-12-07,133727.62
1473,Customer 1473,49,Other,New York,Mass Affluent,2025-10-27,94862.91
1474,Customer 1474,74,Female,Ohio,Standard,2025-08-26,31732.34
1475,Customer 1475,75,Other,Georgia,Entry,2024-07-15,216695.58
1476,Customer 1476,58,Other,North Carolina,Standard,2025-02-18,38143.79
1477,Customer 1477,52,Other,Michigan,Entry,2023-03-30,81019.27
1478,Customer 1478,54,Male,Georgia,Standard,2021-05-05,151716.25
1479,Customer 1479,62,Female,Virginia,High Value,2022-07-03,138853.54
1480,Customer 1480,43,Female,Georgia,High Value,2024-08-16,65493.36
1481,Customer 1481,33,Female,Illinois,Entry,2025-01-27,81062.68
1482,Customer 1482,58,Other,Illinois,Entry,2022-03-26,58854.88
1483,Customer 1483,67,Other,Georgia,Entry,2022-08-24,213277.76
1484,Customer 1484,62,Other,Illinois,Entry,2024-10-10,205946.11
1485,Customer 1485,31,Other,New York,Standard,2025-09-26,181953.46
1486,Customer 1486,63,Female,California,Mass Affluent,2021-06-26,73886.53
1487,Customer 1487,52,Male,Georgia,Entry,2024-05-25,96803.42
1488,Customer 1488,56,Male,Ohio,Standard,2022-03-05,223799.34
1489,Customer 1489,64,Male,California,High Value,2023-01-02,207499.42
1490,Customer 1490,48,Male,Michigan,Mass Affluent,2022-11-23,56551.37
1491,Customer 1491,52,Female,Illinois,Standard,2022-04-04,199262.26
1492,Customer 1492,56,Female,California,High Value,2025-04-27,185409.08
1493,Customer 1493,72,Female,Texas,High Value,2023-06-16,201963.53
1494,Customer 1494,71,Male,North Carolina,High Value,2024-06-02,141607.26
1495,Customer 1495,61,Male,New York,Standard,2021-12-09,64547.16
1496,Customer 1496,66,Female,North Carolina,Entry,2022-08-22,191161.42
1497,Customer 1497,30,Other,Illinois,Standard,2021-07-23,210215.37
1498,Customer 1498,75,Male,Virginia,Entry,2021-09-09,199228.25
1499,Customer 1499,36,Female,Illinois,Standard,2021-01-14,141105.0
1500,Customer 1500,38,Female,Georgia,Standard,2021-06-24,168476.89
1501,Customer 1501,30,Other,Georgia,Mass Affluent,2022-05-18,60358.75
1502,Customer 1502,47,Female,Virginia,Standard,2023-05-29,237622.86
1503,Customer 1503,30,Male,North Carolina,High Value,2023-06-26,48651.21
1504,Customer 1504,46,Male,Georgia,High Value,2022-10-07,116518.58
1505,Customer 1505,63,Other,California,High Value,2021-03-17,245101.25
1506,Customer 1506,72,Other,North Carolina,Standard,2024-12-31,122247.17
1507,Customer 1507,65,Other,Florida,Standard,2024-10-26,230030.79
1508,Customer 1508,73,Female,North Carolina,Mass Affluent,2021-01-17,184064.91
1509,Customer 1509,62,Male,North Carolina,Entry,2023-07-03,183443.61
1510,Customer 1510,71,Other,Georgia,Mass Affluent,2025-07-21,223814.43
1511,Customer 1511,23,Other,Illinois,Entry,2021-06-22,189521.71
1512,Customer 1512,29,Other,North Carolina,Standard,2025-02-24,77021.59
1513,Customer 1513,56,Female,North Carolina,Standard,2023-11-14,196550.19
1514,Customer 1514,22,Male,North Carolina,Standard,2021-11-24,83094.75
1515,Customer 1515,40,Other,Georgia,High Value,2025-05-05,191036.96
1516,Customer 1516,44,Female,North Carolina,Standard,2025-09-20,57238.86
1517,Customer 1517,62,Male,Virginia,Standard,2025-03-30,155935.76
1518,Customer 1518,50,Female,New York,Mass Affluent,2021-01-11,107074.17
1519,Customer 1519,63,Other,Michigan,Mass Affluent,2022-08-06,187157.22
1520,Customer 1520,68,Male,Texas,Standard,2023-12-01,143619.4
1521,Customer 1521,73,Female,Virginia,High Value,2022-01-30,62241.72
1522,Customer 1522,74,Female,Texas,High Value,2023-05-22,43682.61
1523,Customer 1523,51,Male,Virginia,High Value,2021-09-24,111244.73
1524,Customer 1524,46,Other,North Carolina,Entry,2023-12-14,221843.25
1525,Customer 1525,52,Other,Georgia,Entry,2024-04-11,181583.93
1526,Customer 1526,67,Female,California,Mass Affluent,2023-09-30,141272.9
1527,Customer 1527,66,Female,California,High Value,2023-09-20,182783.56
1528,Customer 1528,51,Male,California,Standard,2023-07-22,232773.42
1529,Customer 1529,59,Female,Texas,High Value,2021-09-01,111308.91
1530,Customer 1530,23,Other,California,High Value,2022-08-17,111722.82
1531,Customer 1531,40,Female,Virginia,High Value,2023-02-06,204064.81
1532,Customer 1532,71,Other,Georgia,High Value,2021-10-19,236100.54
1533,Customer 1533,39,Male,California,Entry,2022-09-17,30458.87
1534,Customer 1534,43,Male,Ohio,Entry,2024-01-27,135858.82
1535,Customer 1535,57,Female,Illinois,Entry,2022-09-27,134550.06
1536,Customer 1536,74,Other,California,Mass Affluent,2025-01-14,141048.05
1537,Customer 1537,69,Female,Virginia,Mass Affluent,2023-08-02,220596.02
1538,Customer 1538,26,Other,Michigan,Entry,2022-10-29,115191.73
1539,Customer 1539,42,Other,Ohio,Entry,2023-03-21,191900.81
1540,Customer 1540,26,Male,Ohio,Standard,2024-08-15,153429.76
1541,Customer 1541,62,Other,Texas,Mass Affluent,2021-09-11,240137.03
1542,Customer 1542,57,Male,Michigan,Mass Affluent,2024-01-15,195122.89
1543,Customer 1543,22,Male,North Carolina,Mass Affluent,2023-10-27,241722.89
1544,Customer 1544,71,Male,New York,Entry,2022-07-18,48622.55
1545,Customer 1545,59,Female,Georgia,High Value,2023-12-29,138124.07
1546,Customer 1546,42,Female,California,Entry,2021-02-17,35292.53
1547,Customer 1547,41,Female,Florida,High Value,2023-12-18,55221.82
1548,Customer 1548,55,Male,Florida,Mass Affluent,2021-07-23,70187.16
1549,Customer 1549,26,Male,Florida,Entry,2025-04-23,179293.88
1550,Customer 1550,60,Female,California,High Value,2021-05-01,186926.14
1551,Customer 1551,45,Male,Illinois,Mass Affluent,2022-09-03,120821.02
1552,Customer 1552,37,Female,Texas,High Value,2022-10-26,74563.08
1553,Customer 1553,59,Other,New York,Entry,2025-03-21,141896.68
1554,Customer 1554,45,Male,Florida,High Value,2023-10-31,100034.02
1555,Customer 1555,47,Male,Virginia,High Value,2024-02-07,119648.63
1556,Customer 1556,22,Female,North Carolina,High Value,2022-04-24,84189.54
1557,Customer 1557,62,Male,Florida,Entry,2024-02-11,128116.1
1558,Customer 1558,61,Other,New York,Mass Affluent,2025-09-30,112127.15
1559,Customer 1559,71,Male,North Carolina,Entry,2021-12-11,241497.46
1560,Customer 1560,49,Male,Ohio,Entry,2024-02-11,241445.18
1561,Customer 1561,39,Other,California,High Value,2024-06-25,43238.51
1562,Customer 1562,38,Other,Florida,Entry,2023-09-15,249833.21
1563,Customer 1563,61,Male,Michigan,Standard,2025-09-22,40006.64
1564,Customer 1564,55,Other,Texas,Standard,2025-02-22,49737.32
1565,Customer 1565,28,Male,North Carolina,Standard,2024-12-01,223221.44
1566,Customer 1566,60,Other,Illinois,Standard,2022-03-08,169737.37
1567,Customer 1567,66,Female,Florida,Mass Affluent,2025-03-22,175700.95
1568,Customer 1568,42,Male,Virginia,Standard,2022-10-21,33492.42
1569,Customer 1569,29,Other,Ohio,Entry,2024-11-17,30941.43
1570,Customer 1570,64,Male,Georgia,Entry,2021-01-20,197742.35
1571,Customer 1571,26,Other,Texas,High Value,2024-01-08,226365.88
1572,Customer 1572,63,Female,Texas,Standard,2025-07-30,243848.59
1573,Customer 1573,73,Other,Illinois,Entry,2023-02-10,68981.06
1574,Customer 1574,72,Other,Ohio,High Value,2025-04-22,131792.36
1575,Customer 1575,49,Male,New York,High Value,2022-01-31,196852.62
1576,Customer 1576,66,Female,New York,High Value,2024-10-25,209581.78
1577,Customer 1577,40,Other,New York,Mass Affluent,2024-07-04,245626.21
1578,Customer 1578,23,Female,Virginia,Mass Affluent,2023-01-14,31569.79
1579,Customer 1579,61,Female,Texas,Standard,2025-08-09,155202.49
1580,Customer 1580,31,Other,New York,Mass Affluent,2023-10-09,44379.34
1581,Customer 1581,68,Male,California,Standard,2021-09-20,235383.95
1582,Customer 1582,35,Other,Florida,Mass Affluent,2025-10-19,216486.78
1583,Customer 1583,65,Other,North Carolina,Standard,2021-02-17,179749.68
1584,Customer 1584,21,Female,Ohio,Standard,2023-07-19,125160.6
1585,Customer 1585,38,Male,North Carolina,Entry,2023-04-14,139026.44
1586,Customer 1586,69,Male,New York,High Value,2023-11-26,91145.27
1587,Customer 1587,55,Female,Illinois,High Value,2023-05-11,116208.95
1588,Customer 1588,26,Other,Ohio,Mass Affluent,2022-11-17,245181.03
1589,Customer 1589,25,Male,New York,Mass Affluent,2023-05-18,102429.42
1590,Customer 1590,61,Other,Texas,High Value,2021-05-09,135592.61
1591,Customer 1591,22,Other,Illinois,Standard,2025-07-13,84373.78
1592,Customer 1592,36,Female,Ohio,Standard,2023-08-28,144328.51
1593,Customer 1593,25,Other,Michigan,Entry,2022-04-30,198101.69
1594,Customer 1594,49,Other,Texas,High Value,2024-07-04,244395.63
1595,Customer 1595,45,Female,Texas,Mass Affluent,2021-03-10,43640.49
1596,Customer 1596,49,Male,Florida,Entry,2025-07-02,44473.86
1597,Customer 1597,24,Other,Ohio,Standard,2024-10-19,216984.45
1598,Customer 1598,27,Other,Georgia,Mass Affluent,2023-04-03,220208.2
1599,Customer 1599,63,Other,Ohio,Entry,2025-06-01,114462.41
1600,Customer 1600,48,Other,Michigan,High Value,2025-06-17,104715.62
1601,Customer 1601,71,Male,Virginia,Standard,2024-10-15,159318.94
1602,Customer 1602,27,Male,Michigan,High Value,2021-08-10,160435.03
1603,Customer 1603,33,Other,California,Standard,2025-09-18,108186.07
1604,Customer 1604,67,Other,Virginia,Mass Affluent,2023-09-13,83493.55
1605,Customer 1605,23,Male,California,Standard,2025-06-21,158594.9
1606,Customer 1606,62,Female,Florida,Mass Affluent,2023-11-17,62429.99
1607,Customer 1607,59,Female,Florida,Standard,2022-09-25,243459.63
1608,Customer 1608,58,Other,California,High Value,2023-11-27,82225.22
1609,Customer 1609,74,Other,Ohio,Entry,2025-08-05,105639.54
1610,Customer 1610,61,Male,Texas,Standard,2022-02-15,71658.23
1611,Customer 1611,65,Other,Virginia,Standard,2023-09-02,217441.91
1612,Customer 1612,42,Other,Florida,Entry,2024-03-05,102296.19
1613,Customer 1613,50,Male,Virginia,Mass Affluent,2021-08-03,232389.79
1614,Customer 1614,35,Other,New York,Entry,2024-08-01,167262.4
1615,Customer 1615,51,Other,Illinois,Entry,2022-05-05,75169.6
1616,Customer 1616,73,Male,Illinois,High Value,2022-01-13,46220.85
1617,Customer 1617,56,Male,California,Standard,2021-03-03,126889.79
1618,Customer 1618,58,Female,Ohio,High Value,2024-07-16,73807.03
1619,Customer 1619,32,Male,Florida,Mass Affluent,2022-08-05,104759.85
1620,Customer 1620,36,Male,New York,High Value,2024-02-10,68737.03
1621,Customer 1621,27,Male,California,Entry,2022-06-21,174071.22
1622,Customer 1622,42,Male,Florida,Entry,2021-08-16,82832.99
1623,Customer 1623,44,Other,California,Entry,2025-07-16,223245.32
1624,Customer 1624,28,Male,California,Mass Affluent,2021-05-14,72169.88
1625,Customer 1625,65,Female,Illinois,Entry,2023-02-14,244935.94
1626,Customer 1626,23,Other,Michigan,Mass Affluent,2022-05-16,217975.8
1627,Customer 1627,71,Male,Illinois,Mass Affluent,2022-08-26,41716.97
1628,Customer 1628,38,Male,North Carolina,Entry,2025-06-18,76032.27
1629,Customer 1629,71,Female,Michigan,High Value,2021-06-16,66835.38
1630,Customer 1630,69,Other,North Carolina,Standard,2023-03-06,139689.31
1631,Customer 1631,32,Female,Illinois,Entry,2023-08-09,187442.97
1632,Customer 1632,51,Female,Michigan,Entry,2023-10-11,170383.23
1633,Customer 1633,58,Other,Ohio,Mass Affluent,2025-06-08,78295.78
1634,Customer 1634,49,Male,Georgia,Mass Affluent,2022-02-20,97319.79
1635,Customer 1635,57,Male,Illinois,Standard,2023-02-12,151121.43
1636,Customer 1636,69,Male,Florida,Entry,2021-10-03,144140.56
1637,Customer 1637,58,Male,Virginia,Standard,2022-04-17,123742.52
1638,Customer 1638,48,Female,Illinois,Entry,2023-08-16,99744.49
1639,Customer 1639,22,Male,Virginia,Mass Affluent,2023-02-23,88437.47
1640,Customer 1640,43,Male,Florida,High Value,2021-06-05,202892.13
1641,Customer 1641,27,Male,Texas,Standard,2022-04-12,38421.9
1642,Customer 1642,42,Male,Illinois,Standard,2022-02-15,96597.43
1643,Customer 1643,70,Other,Florida,Mass Affluent,2025-07-29,185241.38
1644,Customer 1644,75,Other,North Carolina,Standard,2021-10-10,31877.45
1645,Customer 1645,39,Female,Georgia,Entry,2022-09-06,210809.49
1646,Customer 1646,62,Male,Virginia,Mass Affluent,2025-04-01,220402.55
1647,Customer 1647,35,Other,New York,Entry,2022-04-12,81419.1
1648,Customer 1648,71,Other,Virginia,Entry,2024-04-17,104945.11
1649,Customer 1649,41,Male,Georgia,Entry,2021-06-25,76108.65
1650,Customer 1650,75,Other,Ohio,Standard,2023-07-11,60569.05
1651,Customer 1651,29,Female,Ohio,Entry,2025-11-25,208288.3
1652,Customer 1652,43,Female,New York,Entry,2025-09-05,123658.26
1653,Customer 1653,46,Other,North Carolina,Standard,2025-03-22,101737.49
1654,Customer 1654,57,Male,California,Mass Affluent,2021-02-17,244993.53
1655,Customer 1655,57,Other,Michigan,Entry,2022-11-08,245637.87
1656,Customer 1656,46,Male,North Carolina,Entry,2022-02-23,71434.51
1657,Customer 1657,42,Other,Virginia,Standard,2021-08-11,50513.13
1658,Customer 1658,64,Other,California,High Value,2021-08-02,211824.46
1659,Customer 1659,52,Male,California,Mass Affluent,2024-05-20,45288.03
1660,Customer 1660,39,Male,New York,Standard,2023-03-02,175105.38
1661,Customer 1661,50,Male,Illinois,High Value,2021-05-24,67801.66
1662,Customer 1662,47,Female,California,High Value,2025-10-27,58410.29
1663,Customer 1663,51,Other,Texas,Entry,2023-05-07,240121.29
1664,Customer 1664,34,Male,New York,Standard,2025-11-08,125084.15
1665,Customer 1665,63,Female,California,Standard,2024-12-24,159248.23
1666,Customer 1666,66,Other,Virginia,Standard,2023-10-27,74374.6
1667,Customer 1667,49,Male,Georgia,Mass Affluent,2021-10-20,145688.43
1668,Customer 1668,52,Female,Virginia,High Value,2024-03-11,192203.96
1669,Customer 1669,62,Female,Illinois,Standard,2022-08-13,116039.88
1670,Customer 1670,72,Male,Georgia,Mass Affluent,2025-08-14,69507.18
1671,Customer 1671,67,Female,Virginia,Entry,2024-06-19,230383.28
1672,Customer 1672,65,Other,Texas,Entry,2022-01-11,183701.85
1673,Customer 1673,36,Male,Florida,Standard,2021-03-31,176664.53
1674,Customer 1674,65,Other,New York,Entry,2021-05-17,120481.19
1675,Customer 1675,56,Male,Illinois,High Value,2025-04-10,196187.31
1676,Customer 1676,70,Female,Georgia,Entry,2023-10-31,66264.6
1677,Customer 1677,53,Male,Virginia,High Value,2022-03-01,46103.01
1678,Customer 1678,64,Other,Virginia,Entry,2024-11-23,105604.7
1679,Customer 1679,75,Male,Georgia,High Value,2023-03-29,32362.22
1680,Customer 1680,66,Male,Illinois,Entry,2021-08-23,136647.03
1681,Customer 1681,26,Other,New York,Entry,2021-05-20,60856.27
1682,Customer 1682,38,Male,California,High Value,2025-08-08,163537.48
1683,Customer 1683,39,Male,North Carolina,Entry,2021-12-29,67059.74
1684,Customer 1684,69,Male,Florida,Mass Affluent,2024-10-07,126944.76
1685,Customer 1685,34,Other,Ohio,Mass Affluent,2021-12-31,127252.79
1686,Customer 1686,74,Other,North Carolina,High Value,2021-04-08,115936.05
1687,Customer 1687,49,Male,Michigan,High Value,2022-09-24,40706.23
1688,Customer 1688,70,Male,New York,Standard,2023-02-12,229926.4
1689,Customer 1689,26,Male,Georgia,High Value,2022-02-14,247643.94
1690,Customer 1690,73,Male,Texas,Mass Affluent,2022-11-22,240923.96
1691,Customer 1691,72,Other,California,Mass Affluent,2021-07-17,39682.75
1692,Customer 1692,27,Female,Illinois,Mass Affluent,2023-11-16,167428.14
1693,Customer 1693,46,Female,Texas,Mass Affluent,2024-01-15,77031.6
1694,Customer 1694,41,Male,Ohio,Entry,2023-01-01,173878.41
1695,Customer 1695,45,Male,Virginia,Mass Affluent,2021-01-25,44523.58
1696,Customer 1696,38,Other,Michigan,Standard,2025-07-28,39666.57
1697,Customer 1697,47,Female,Michigan,Entry,2022-03-24,246282.55
1698,Customer 1698,66,Other,Michigan,Mass Affluent,2021-07-28,85426.83
1699,Customer 1699,59,Female,Georgia,Mass Affluent,2021-07-14,103050.24
1700,Customer 1700,69,Other,Illinois,Entry,2024-07-25,44852.97
1701,Customer 1701,59,Other,Virginia,Entry,2021-02-06,142425.75
1702,Customer 1702,35,Other,Michigan,High Value,2025-02-28,81173.3
1703,Customer 1703,69,Male,Florida,Mass Affluent,2024-06-16,192340.92
1704,Customer 1704,36,Other,Texas,High Value,2025-03-31,60262.21
1705,Customer 1705,39,Male,California,Entry,2023-10-19,74964.77
1706,Customer 1706,36,Other,Michigan,Entry,2021-03-19,192636.24
1707,Customer 1707,29,Female,Illinois,High Value,2022-11-05,144592.03
1708,Customer 1708,62,Female,Ohio,Mass Affluent,2023-04-30,216325.67
1709,Customer 1709,42,Male,New York,High Value,2022-11-10,229459.05
1710,Customer 1710,36,Other,New York,Entry,2024-09-23,144723.82
1711,Customer 1711,49,Other,Ohio,High Value,2022-01-11,221370.68
1712,Customer 1712,33,Male,California,Mass Affluent,2021-05-24,57623.42
1713,Customer 1713,58,Other,New York,Mass Affluent,2021-12-22,141633.4
1714,Customer 1714,67,Female,Florida,Mass Affluent,2023-05-23,188768.23
1715,Customer 1715,48,Male,Michigan,Mass Affluent,2022-05-17,96682.16
1716,Customer 1716,49,Other,New York,Standard,2024-03-26,219733.62
1717,Customer 1717,26,Female,Georgia,Entry,2023-09-13,66908.53
1718,Customer 1718,48,Other,Michigan,Entry,2023-06-23,197271.38
1719,Customer 1719,71,Female,Ohio,Entry,2025-08-06,124027.4
1720,Customer 1720,69,Female,Michigan,Mass Affluent,2021-06-20,151627.47
1721,Customer 1721,37,Female,Virginia,Standard,2021-12-26,129792.68
1722,Customer 1722,56,Other,Virginia,High Value,2023-02-08,103311.51
1723,Customer 1723,51,Male,California,Mass Affluent,2025-01-04,30919.72
1724,Customer 1724,53,Other,Illinois,Entry,2025-10-31,119002.16
1725,Customer 1725,46,Other,Illinois,Entry,2023-05-02,137701.25
1726,Customer 1726,58,Male,Georgia,High Value,2024-08-05,248343.94
1727,Customer 1727,45,Other,California,Mass Affluent,2021-09-12,197849.19
1728,Customer 1728,70,Other,Illinois,Entry,2022-06-07,169695.54
1729,Customer 1729,65,Male,Georgia,Entry,2023-01-25,191846.13
1730,Customer 1730,51,Male,Illinois,High Value,2022-05-12,183443.71
1731,Customer 1731,30,Female,Michigan,Entry,2024-08-14,237738.35
1732,Customer 1732,37,Male,Michigan,Mass Affluent,2021-10-29,32714.23
1733,Customer 1733,26,Other,Georgia,Entry,2025-04-28,185335.35
1734,Customer 1734,54,Male,Georgia,Mass Affluent,2021-06-14,212544.9
1735,Customer 1735,65,Female,North Carolina,Entry,2022-06-02,158937.55
1736,Customer 1736,47,Other,Texas,High Value,2025-02-12,169959.65
1737,Customer 1737,72,Female,California,Standard,2025-05-10,194720.62
1738,Customer 1738,46,Other,Florida,High Value,2025-03-13,247145.61
1739,Customer 1739,52,Male,Texas,High Value,2025-07-30,200223.6
1740,Customer 1740,54,Female,Florida,Entry,2023-05-06,67539.54
1741,Customer 1741,32,Other,California,Mass Affluent,2023-02-07,137023.68
1742,Customer 1742,28,Female,Michigan,Mass Affluent,2023-10-27,70840.37
1743,Customer 1743,68,Male,New York,Standard,2021-05-01,246248.37
1744,Customer 1744,47,Female,Michigan,High Value,2025-11-21,221039.64
1745,Customer 1745,26,Female,Texas,Entry,2021-12-07,57429.95
1746,Customer 1746,42,Male,Michigan,Mass Affluent,2021-05-12,135137.37
1747,Customer 1747,69,Male,Ohio,High Value,2024-10-09,88537.77
1748,Customer 1748,63,Other,Ohio,High Value,2021-01-15,76435.04
1749,Customer 1749,21,Female,Michigan,Standard,2025-06-10,235068.24
1750,Customer 1750,69,Female,Michigan,Entry,2023-08-28,104041.04
1751,Customer 1751,42,Female,New York,Standard,2024-10-28,176317.22
1752,Customer 1752,60,Male,Illinois,Standard,2023-02-15,207379.45
1753,Customer 1753,50,Other,Georgia,Mass Affluent,2021-01-07,35649.69
1754,Customer 1754,54,Female,New York,Standard,2021-09-09,129421.98
1755,Customer 1755,63,Female,North Carolina,Entry,2024-11-06,175250.25
1756,Customer 1756,61,Female,Ohio,Standard,2021-01-07,222155.59
1757,Customer 1757,68,Female,Virginia,Mass Affluent,2025-07-12,163487.86
1758,Customer 1758,68,Other,Texas,Standard,2023-03-31,124141.58
1759,Customer 1759,63,Other,Texas,Entry,2023-09-03,94649.85
1760,Customer 1760,66,Male,North Carolina,High Value,2022-02-04,58129.5
1761,Customer 1761,26,Female,North Carolina,Entry,2025-06-20,66971.63
1762,Customer 1762,28,Female,North Carolina,Mass Affluent,2023-07-03,83538.32
1763,Customer 1763,69,Other,Texas,High Value,2021-12-16,125676.55
1764,Customer 1764,22,Male,Illinois,Entry,2025-01-05,198587.94
1765,Customer 1765,67,Female,Virginia,High Value,2022-03-28,176404.8
1766,Customer 1766,61,Other,Virginia,High Value,2023-12-31,205018.9
1767,Customer 1767,35,Other,Michigan,High Value,2022-11-13,171677.04
1768,Customer 1768,66,Other,Georgia,Entry,2023-02-12,207858.45
1769,Customer 1769,37,Male,Florida,High Value,2022-04-03,54504.15
1770,Customer 1770,68,Other,New York,High Value,2022-11-28,156024.58
1771,Customer 1771,75,Female,Georgia,High Value,2021-09-18,98375.76
1772,Customer 1772,55,Male,Georgia,Entry,2024-04-23,100321.46
1773,Customer 1773,72,Other,California,Mass Affluent,2023-01-18,53448.9
1774,Customer 1774,55,Female,Illinois,Mass Affluent,2021-01-19,209552.55
1775,Customer 1775,74,Male,Virginia,Entry,2022-08-31,62433.58
1776,Customer 1776,30,Other,Ohio,Standard,2022-08-04,97956.11
1777,Customer 1777,28,Female,Michigan,Entry,2024-11-11,168836.96
1778,Customer 1778,52,Female,Georgia,High Value,2022-03-18,245851.41
1779,Customer 1779,30,Other,New York,Mass Affluent,2022-11-14,184089.63
1780,Customer 1780,70,Male,Virginia,Entry,2021-04-18,95802.39
1781,Customer 1781,63,Male,Ohio,Entry,2025-07-28,104230.23
1782,Customer 1782,51,Female,Georgia,Entry,2024-10-20,45801.11
1783,Customer 1783,39,Female,New York,Entry,2025-01-28,51410.3
1784,Customer 1784,69,Other,Ohio,Standard,2022-10-25,130657.15
1785,Customer 1785,57,Male,Virginia,Entry,2021-12-02,94037.95
1786,Customer 1786,34,Male,New York,High Value,2021-10-24,109689.67
1787,Customer 1787,57,Male,California,Entry,2025-10-20,239087.59
1788,Customer 1788,64,Male,Ohio,High Value,2023-05-25,108228.45
1789,Customer 1789,32,Male,Texas,Standard,2023-08-29,160546.33
1790,Customer 1790,61,Other,Georgia,Mass Affluent,2021-11-01,37478.42
1791,Customer 1791,46,Female,Florida,Mass Affluent,2022-05-09,173615.33
1792,Customer 1792,70,Other,Texas,Entry,2023-02-08,220277.07
1793,Customer 1793,45,Female,Virginia,Standard,2024-08-24,32552.53
1794,Customer 1794,26,Male,Virginia,Mass Affluent,2021-08-27,35065.89
1795,Customer 1795,57,Female,Florida,High Value,2024-03-19,204755.62
1796,Customer 1796,45,Female,Georgia,Standard,2022-01-06,155713.08
1797,Customer 1797,41,Male,North Carolina,Mass Affluent,2021-07-23,119172.71
1798,Customer 1798,22,Female,North Carolina,Entry,2024-12-06,44064.97
1799,Customer 1799,58,Other,Texas,Mass Affluent,2025-09-11,242449.83
1800,Customer 1800,32,Other,California,High Value,2021-08-29,152038.79
1801,Customer 1801,41,Male,Ohio,Mass Affluent,2025-06-28,156517.83
1802,Customer 1802,31,Male,North Carolina,Standard,2024-08-29,217319.02
1803,Customer 1803,26,Male,North Carolina,Standard,2021-03-13,109983.12
1804,Customer 1804,31,Female,Ohio,Mass Affluent,2024-01-20,96132.0
1805,Customer 1805,71,Female,North Carolina,Entry,2023-11-30,60768.11
1806,Customer 1806,65,Female,North Carolina,Standard,2023-10-02,163357.87
1807,Customer 1807,34,Other,Texas,High Value,2023-11-12,82162.08
1808,Customer 1808,30,Female,New York,Mass Affluent,2022-01-21,162471.77
1809,Customer 1809,58,Female,Florida,Mass Affluent,2022-03-19,190402.97
1810,Customer 1810,25,Other,Florida,Standard,2023-05-15,113992.11
1811,Customer 1811,46,Female,Texas,Standard,2021-12-01,178835.65
1812,Customer 1812,30,Other,New York,High Value,2024-11-23,168505.0
1813,Customer 1813,61,Other,New York,Standard,2022-07-06,154001.27
1814,Customer 1814,73,Other,Michigan,Mass Affluent,2024-08-19,122331.02
1815,Customer 1815,41,Female,Georgia,High Value,2021-11-11,242083.89
1816,Customer 1816,25,Female,Texas,High Value,2022-05-22,180475.43
1817,Customer 1817,25,Female,Texas,Standard,2023-04-14,230033.99
1818,Customer 1818,38,Male,New York,Standard,2025-05-13,32169.93
1819,Customer 1819,35,Female,Texas,High Value,2023-02-12,68660.9
1820,Customer 1820,40,Other,Virginia,High Value,2025-01-31,146371.23
1821,Customer 1821,57,Female,North Carolina,Standard,2024-12-05,163642.73
1822,Customer 1822,31,Female,Georgia,Mass Affluent,2021-04-09,105938.04
1823,Customer 1823,64,Other,North Carolina,Entry,2025-02-27,134909.61
1824,Customer 1824,37,Male,North Carolina,Mass Affluent,2021-09-19,174663.85
1825,Customer 1825,45,Other,Florida,High Value,2021-10-20,232057.16
1826,Customer 1826,44,Other,New York,Entry,2024-08-02,185493.09
1827,Customer 1827,49,Female,Virginia,Standard,2022-01-10,90681.05
1828,Customer 1828,54,Other,New York,Standard,2023-05-27,169839.75
1829,Customer 1829,40,Female,Illinois,High Value,2021-06-28,169628.87
1830,Customer 1830,67,Male,Texas,Mass Affluent,2021-06-07,156569.67
1831,Customer 1831,68,Female,North Carolina,Entry,2021-06-23,207836.32
1832,Customer 1832,48,Other,North Carolina,Mass Affluent,2021-01-22,135524.31
1833,Customer 1833,64,Other,North Carolina,High Value,2023-11-21,119203.72
1834,Customer 1834,33,Other,Ohio,Entry,2024-06-16,184570.18
