transaction_id,customer_id,account_id,transaction_date,transaction_type,amount,merchant_category,channel,status
13506,2468,2612,2025-07-21,Purchase,184.18,Healthcare,Phone,Completed
13507,4313,4185,2024-10-12,Withdrawal,39.37,Travel,Phone,Failed
13508,784,6643,2024-01-18,Transfer,15.18,Entertainment,Online,Failed
13509,3225,3455,2024-04-14,Transfer,149.82,Dining,Branch,Completed
13510,1425,2326,2024-09-07,Payment,59.34,Entertainment,Branch,Completed
13511,2954,5787,2024-05-31,Withdrawal,15.97,Transportation,ATM,Completed
13512,345,1534,2025-09-18,Transfer,14.43,Healthcare,Phone,Failed
13513,2849,4926,2024-05-13,Withdrawal,4.53,Travel,Online,Pending
13514,197,2214,2024-02-16,Transfer,139.02,Travel,ATM,Completed
13515,1769,197,2025-10-12,Deposit,10.65,Dining,Branch,Completed
13516,684,3559,2025-12-17,Deposit,57.01,Entertainment,Mobile,Completed
13517,69,2649,2025-05-13,Payment,234.16,Utilities,Mobile,Completed
13518,3559,583,2024-07-07,Deposit,73.86,Transportation,Mobile,Failed
13519,1911,689,2024-06-24,Purchase,38262.7,Transportation,Mobile,Failed
13520,2601,227,2025-06-30,Transfer,33.95,Utilities,Online,Pending
13521,1888,501,2024-09-04,Withdrawal,71.89,Retail,Branch,Completed
13522,171,4294,2024-08-04,Transfer,33.2,Travel,ATM,Pending
13523,3805,4340,2025-12-01,Transfer,19.61,Education,Mobile,Completed
13524,398,722,2025-07-02,Withdrawal,82.44,Travel,Mobile,Completed
13525,200,3718,2025-10-21,Withdrawal,194.85,Entertainment,Online,Completed
13526,4760,1910,2025-06-24,Payment,96.99,Retail,Mobile,Pending
13527,1812,5753,2024-03-20,Payment,98.97,Transportation,Phone,Completed
13528,1641,6574,2025-10-08,Payment,31.05,Healthcare,Phone,Failed
13529,152,2204,2024-05-27,Transfer,74.08,Dining,Mobile,Pending
13530,3586,2256,2024-07-17,Purchase,84.99,Grocery,Branch,Completed
13531,2316,7373,2024-02-14,Withdrawal,15.38,Education,ATM,Completed
13532,3997,2621,2024-05-05,Transfer,135.54,Dining,Online,Completed
13533,697,6886,2024-05-29,Payment,18.25,Dining,Phone,Completed
13534,2083,2811,2024-10-16,Deposit,120.15,Entertainment,Phone,Completed
13535,1756,4870,2025-07-21,Deposit,34.61,Travel,ATM,Failed
13536,1659,90,2024-06-02,Deposit,18.02,Healthcare,Phone,Failed
13537,1792,2665,2025-01-30,Deposit,38.25,Education,Phone,Completed
13538,3223,7455,2024-11-29,Deposit,75.88,Education,Phone,Completed
13539,1004,1552,2025-01-06,Transfer,75.86,Education,Branch,Failed
13540,1919,6932,2024-03-18,Withdrawal,24.22,Dining,Phone,Completed
13541,814,3273,2025-01-15,Deposit,164.66,Grocery,Online,Completed
13542,709,5569,2025-02-20,Withdrawal,45.23,Dining,Branch,Completed
13543,3085,7153,2025-01-29,Payment,149.35,Dining,ATM,Completed
13544,3328,6584,2025-10-12,Transfer,51.03,Education,Phone,Pending
13545,3688,6563,2025-11-11,Purchase,77.21,Education,Mobile,Completed
13546,3191,3510,2025-11-10,Transfer,18607.82,Grocery,Mobile,Completed
13547,1440,5799,2024-12-27,Payment,56.35,Transportation,ATM,Completed
13548,1887,4641,2025-02-21,Withdrawal,18.16,Utilities,Phone,Completed
13549,2024,2333,2024-10-13,Purchase,25.21,Education,ATM,Failed
13550,2504,202,2024-01-23,Deposit,36.64,Grocery,Phone,Completed
13551,103,4345,2024-08-26,Deposit,48.96,Retail,Phone,Completed
13552,3124,6449,2024-05-09,Transfer,36.87,Grocery,ATM,Pending
13553,3542,5952,2025-09-10,Withdrawal,42.08,Education,Online,Completed
13554,3621,4961,2024-03-23,Purchase,90.37,Travel,ATM,Completed
13555,1216,5334,2025-12-20,Withdrawal,107.95,Grocery,ATM,Completed
13556,2218,1136,2024-12-24,Transfer,70.57,Transportation,Online,Completed
13557,3664,2553,2024-07-19,Transfer,31.14,Dining,Mobile,Completed
13558,2854,3196,2025-01-27,Transfer,19.69,Transportation,Phone,Completed
13559,3712,1162,2025-05-19,Payment,17.81,Healthcare,Online,Completed
13560,1023,2221,2025-03-22,Transfer,44.17,Entertainment,Branch,Completed
13561,1096,6843,2024-06-14,Purchase,114.33,Transportation,Online,Failed
13562,903,282,2025-01-20,Payment,291.41,Grocery,Branch,Pending
13563,2644,3366,2025-01-30,Transfer,35.27,Education,Online,Completed
13564,159,4706,2025-05-17,Transfer,49.66,Transportation,Branch,Pending
13565,3268,3345,2024-05-05,Payment,68.92,Education,ATM,Completed
13566,4729,1151,2025-03-31,Payment,98.83,Retail,Online,Completed
13567,3491,3172,2025-07-02,Purchase,35.82,Dining,Branch,Completed
13568,3541,2301,2024-06-26,Deposit,122.87,Education,Mobile,Completed
13569,1520,3957,2025-06-23,Transfer,65.9,Education,Online,Pending
13570,4394,5784,2025-05-11,Deposit,56.06,Education,ATM,Failed
13571,2139,7302,2025-04-07,Payment,58.51,Dining,Phone,Completed
13572,51,6916,2024-02-13,Transfer,357.89,Dining,Online,Pending
13573,883,863,2024-03-11,Withdrawal,92.08,Grocery,ATM,Completed
13574,1480,4179,2025-10-25,Purchase,175.03,Entertainment,Phone,Completed
13575,1476,4074,2024-02-29,Purchase,53.58,Entertainment,ATM,Failed
13576,1689,2897,2024-05-24,Transfer,337.95,Utilities,ATM,Pending
13577,4262,4699,2025-05-20,Transfer,25.91,Dining,Mobile,Pending
13578,689,3482,2024-03-27,Transfer,71.46,Entertainment,Online,Failed
13579,3997,2621,2024-01-18,Deposit,19.36,Travel,ATM,Completed
13580,3592,7104,2024-05-12,Payment,95.85,Dining,Phone,Completed
13581,4267,1833,2024-12-19,Deposit,65.77,Healthcare,Branch,Completed
13582,4789,249,2025-03-27,Deposit,50.09,Dining,ATM,Completed
13583,1000,527,2024-02-09,Withdrawal,60.98,Grocery,Phone,Completed
13584,4633,5345,2024-12-14,Purchase,26.57,Healthcare,Phone,Completed
13585,3925,4418,2024-10-15,Transfer,326.73,Travel,Phone,Completed
13586,2857,7240,2024-12-03,Purchase,99.45,Travel,Online,Completed
13587,2490,191,2025-11-18,Purchase,94.59,Education,Mobile,Pending
13588,4348,2603,2024-03-02,Purchase,7.28,Education,Mobile,Completed
13589,2791,1277,2024-05-02,Transfer,53.88,Transportation,Branch,Completed
13590,1795,1441,2024-01-26,Withdrawal,157.6,Transportation,Branch,Failed
13591,1786,322,2025-01-04,Payment,35.36,Transportation,Mobile,Pending
13592,3384,2656,2025-12-24,Withdrawal,52.54,Grocery,Mobile,Completed
13593,658,1460,2024-12-13,Withdrawal,144.53,Utilities,Online,Completed
13594,4090,497,2025-01-23,Purchase,54.46,Grocery,ATM,Completed
13595,2901,6405,2025-03-01,Withdrawal,52.68,Dining,Online,Failed
13596,2045,1603,2024-03-22,Payment,42.61,Entertainment,Branch,Completed
13597,4558,1473,2025-09-10,Withdrawal,51.72,Healthcare,Online,Completed
13598,3452,4586,2024-08-24,Deposit,23.21,Utilities,Mobile,Completed
13599,1326,4156,2025-03-26,Withdrawal,74.23,Retail,Branch,Completed
13600,3254,4080,2025-07-31,Purchase,12.19,Utilities,Phone,Completed
13601,1566,1446,2025-03-28,Withdrawal,51.56,Retail,Online,Completed
13602,3441,833,2025-10-05,Purchase,194.25,Transportation,Phone,Completed
13603,3209,6847,2024-11-02,Transfer,63.56,Transportation,Mobile,Completed
13604,1465,2459,2025-01-07,Withdrawal,130.62,Retail,Branch,Failed
13605,708,500,2025-05-09,Withdrawal,64.23,Education,ATM,Completed
13606,1272,878,2025-04-01,Deposit,35.21,Entertainment,Phone,Completed
13607,619,254,2025-09-28,Withdrawal,40.88,Retail,ATM,Failed
13608,4128,2059,2025-08-08,Transfer,122.3,Travel,Online,Completed
13609,4681,2997,2025-06-23,Transfer,9.58,Travel,Mobile,Pending
13610,1734,6439,2024-11-19,Transfer,9.5,Dining,Branch,Failed
13611,1298,3246,2025-01-26,Transfer,183.05,Entertainment,ATM,Completed
13612,4812,1074,2025-06-03,Purchase,95.8,Travel,ATM,Completed
13613,2586,2271,2024-12-02,Payment,30.81,Entertainment,Mobile,Completed
13614,2446,7054,2024-07-13,Payment,148.33,Grocery,Phone,Completed
13615,3337,487,2025-03-31,Deposit,38.24,Education,Branch,Failed
13616,37,6726,2024-06-07,Deposit,143.79,Travel,Phone,Pending
13617,1627,4728,2025-01-22,Payment,322.44,Healthcare,Phone,Completed
13618,3396,5890,2024-04-26,Deposit,9.44,Entertainment,Mobile,Pending
13619,718,820,2025-09-06,Purchase,16.68,Utilities,Phone,Completed
13620,3344,5143,2025-06-28,Purchase,66.73,Dining,Phone,Completed
13621,1056,505,2024-11-14,Transfer,131.75,Transportation,Mobile,Completed
13622,4251,7012,2025-09-19,Withdrawal,30.75,Education,ATM,Failed
13623,3285,3072,2025-11-16,Withdrawal,38.72,Travel,Online,Completed
13624,4823,1919,2025-08-15,Payment,166.14,Entertainment,Online,Completed
13625,3118,5749,2025-12-20,Purchase,1021.33,Education,ATM,Completed
13626,2788,6251,2025-01-26,Payment,110.03,Grocery,ATM,Pending
13627,3872,284,2024-11-15,Deposit,140.3,Grocery,Online,Completed
13628,4064,868,2024-09-13,Purchase,202.58,Grocery,ATM,Completed
13629,4464,665,2024-03-10,Transfer,27.73,Travel,Mobile,Completed
13630,2095,7453,2024-02-22,Withdrawal,19.62,Transportation,Branch,Completed
13631,4854,276,2024-12-01,Withdrawal,103.46,Transportation,Phone,Failed
13632,578,7429,2025-06-09,Deposit,187.47,Dining,Mobile,Completed
13633,2667,5015,2024-12-26,Transfer,16.68,Transportation,Branch,Completed
13634,248,2935,2024-11-18,Purchase,58.73,Entertainment,Branch,Pending
13635,602,4621,2024-08-26,Withdrawal,65.0,Education,Mobile,Pending
13636,4200,6648,2025-10-05,Withdrawal,6.16,Retail,Online,Completed
13637,1711,5193,2025-07-26,Payment,52.36,Retail,ATM,Completed
13638,3722,4386,2025-06-14,Deposit,15.49,Healthcare,Mobile,Completed
13639,1279,3842,2024-11-23,Purchase,181.47,Dining,ATM,Pending
13640,1956,7175,2024-02-16,Withdrawal,39.57,Transportation,ATM,Completed
13641,20,1809,2025-03-15,Deposit,41.68,Education,Online,Failed
13642,3062,3669,2024-05-07,Withdrawal,16.9,Travel,Online,Completed
13643,646,4077,2024-01-14,Transfer,23.68,Dining,Mobile,Completed
13644,4797,6888,2025-10-25,Payment,223.55,Entertainment,Branch,Completed
13645,4487,5518,2024-10-19,Withdrawal,197.57,Healthcare,ATM,Completed
13646,4838,4674,2025-06-08,Purchase,19.73,Grocery,Mobile,Completed
13647,2702,1098,2025-12-02,Deposit,66.76,Transportation,Branch,Completed
13648,3077,5529,2025-01-17,Payment,53.93,Education,Online,Completed
13649,4704,4542,2024-11-12,Withdrawal,46067.97,Utilities,Mobile,Failed
13650,1766,4220,2024-11-20,Payment,11.1,Education,ATM,Completed
13651,3018,1946,2024-12-09,Transfer,10.36,Transportation,Branch,Completed
13652,2527,172,2024-07-11,Purchase,155.58,Healthcare,Phone,Completed
13653,1603,4851,2025-10-23,Payment,417.71,Retail,Phone,Failed
13654,30,4289,2025-09-29,Withdrawal,88.88,Entertainment,ATM,Completed
13655,3039,7457,2024-08-03,Purchase,38925.71,Transportation,ATM,Pending
13656,1216,5334,2025-05-10,Transfer,63.6,Retail,Phone,Completed
13657,92,350,2024-03-01,Deposit,99.5,Entertainment,Branch,Completed
13658,730,4695,2025-01-29,Withdrawal,29.76,Dining,Mobile,Completed
13659,2083,2160,2025-05-11,Withdrawal,70.88,Travel,Branch,Completed
13660,2820,1205,2024-07-23,Purchase,20.93,Dining,ATM,Completed
13661,3702,5369,2024-11-09,Withdrawal,68.87,Retail,Phone,Completed
13662,2065,3605,2024-01-06,Deposit,5.39,Retail,Phone,Completed
13663,2927,3546,2024-05-29,Transfer,15.31,Entertainment,Phone,Completed
13664,238,4854,2025-02-07,Transfer,35.84,Travel,ATM,Completed
13665,172,7066,2024-05-21,Deposit,13.33,Entertainment,Mobile,Completed
13666,8,4133,2025-05-10,Transfer,38.06,Dining,ATM,Failed
13667,2983,1678,2024-05-27,Deposit,9.94,Healthcare,Branch,Completed
13668,3929,382,2024-06-17,Payment,126.16,Entertainment,Branch,Failed
13669,1890,7269,2025-11-14,Withdrawal,255.08,Transportation,Phone,Completed
13670,1056,505,2025-12-21,Transfer,267.59,Grocery,ATM,Completed
13671,1064,7120,2024-07-31,Purchase,15.3,Utilities,Phone,Completed
13672,2037,5758,2025-08-22,Transfer,129.99,Grocery,Phone,Pending
13673,178,3323,2024-08-30,Purchase,422.49,Healthcare,Mobile,Pending
13674,718,7128,2025-12-30,Payment,56.68,Education,Phone,Completed
13675,2137,3174,2025-08-13,Payment,7.84,Grocery,Online,Completed
13676,819,7180,2024-10-10,Payment,8.78,Grocery,Phone,Pending
13677,4007,6259,2024-08-31,Withdrawal,13.15,Dining,ATM,Completed
13678,31,148,2024-06-16,Deposit,65.0,Utilities,Phone,Completed
13679,2592,4491,2024-05-02,Transfer,77.12,Travel,Mobile,Pending
13680,3427,4344,2024-06-08,Payment,128.6,Education,Online,Failed
13681,4738,5482,2025-01-22,Purchase,33.98,Retail,Mobile,Completed
13682,2705,6741,2024-06-26,Payment,53.02,Retail,Online,Completed
13683,2787,1110,2025-01-30,Payment,40.4,Transportation,Phone,Completed
13684,4037,46,2024-09-02,Deposit,82.08,Education,ATM,Failed
13685,2442,6049,2025-02-16,Deposit,71.04,Education,Phone,Completed
13686,4704,3866,2024-07-16,Withdrawal,142.36,Retail,Phone,Completed
13687,761,1805,2025-01-27,Withdrawal,38.55,Entertainment,Phone,Completed
13688,97,1166,2025-05-23,Deposit,116.28,Transportation,Branch,Completed
13689,3581,1626,2024-12-08,Deposit,70.18,Education,Branch,Pending
13690,4357,4969,2025-09-13,Deposit,69.27,Travel,Online,Completed
13691,37,6446,2025-12-10,Payment,25.46,Healthcare,Online,Completed
13692,2120,1697,2025-10-21,Transfer,17.08,Grocery,Branch,Completed
13693,272,1122,2025-05-21,Deposit,48.37,Travel,Online,Failed
13694,3206,3280,2025-01-15,Payment,82.52,Utilities,ATM,Completed
13695,3383,2447,2024-02-07,Deposit,36.12,Utilities,ATM,Completed
13696,760,1814,2024-11-09,Transfer,19.96,Retail,Mobile,Completed
13697,4005,7009,2024-10-01,Payment,97.94,Grocery,Branch,Pending
13698,245,6937,2024-02-17,Withdrawal,119.01,Transportation,Online,Completed
13699,2631,4078,2024-08-03,Deposit,77.6,Retail,Phone,Pending
13700,586,3787,2024-10-07,Purchase,46.89,Grocery,Online,Completed
13701,2158,585,2025-10-22,Transfer,36.98,Education,ATM,Completed
13702,2188,575,2025-02-16,Purchase,8.93,Entertainment,Phone,Pending
13703,718,820,2025-08-27,Transfer,19.83,Utilities,Online,Completed
13704,4576,1945,2024-07-18,Purchase,78.33,Travel,Branch,Pending
13705,3773,255,2024-11-22,Withdrawal,28.86,Dining,Online,Failed
13706,157,7495,2024-11-06,Transfer,196.64,Grocery,Online,Completed
13707,1285,247,2024-02-02,Purchase,93.48,Entertainment,Phone,Pending
13708,931,1967,2024-04-18,Deposit,13.73,Grocery,ATM,Pending
13709,345,6123,2025-06-22,Transfer,301.4,Grocery,Mobile,Completed
13710,2326,4170,2024-11-01,Withdrawal,68.99,Utilities,Branch,Pending
13711,3928,4153,2024-03-24,Transfer,10.0,Utilities,ATM,Completed
13712,4476,315,2024-12-08,Purchase,180.2,Utilities,ATM,Completed
13713,3227,1655,2025-04-04,Transfer,36.23,Transportation,Branch,Pending
13714,2296,1272,2024-09-25,Purchase,31.1,Entertainment,Phone,Pending
13715,3092,5720,2025-08-28,Payment,63.71,Healthcare,Online,Completed
13716,2709,1207,2025-03-11,Withdrawal,32.46,Transportation,Online,Pending
13717,1800,4280,2025-05-12,Transfer,110.48,Utilities,Online,Pending
13718,959,4809,2025-11-25,Withdrawal,56.94,Transportation,ATM,Pending
13719,4226,3415,2025-12-14,Deposit,41.66,Travel,Online,Completed
13720,660,432,2025-10-27,Transfer,103.49,Grocery,Mobile,Completed
13721,3634,2933,2024-07-03,Transfer,90.34,Grocery,Phone,Pending
13722,1787,1085,2024-08-14,Transfer,59.66,Travel,Branch,Completed
13723,4814,1956,2025-11-21,Transfer,65.82,Healthcare,Online,Completed
13724,3170,1676,2024-06-22,Transfer,290.07,Grocery,Phone,Completed
13725,3015,399,2024-12-10,Transfer,106.07,Retail,Online,Completed
13726,1389,3413,2024-01-21,Payment,35.13,Healthcare,ATM,Completed
13727,965,3384,2024-04-20,Transfer,315.45,Healthcare,Phone,Completed
13728,4766,5022,2025-08-15,Deposit,133.11,Utilities,ATM,Failed
13729,2531,6540,2024-09-18,Purchase,46.88,Grocery,Phone,Failed
13730,112,3731,2024-04-07,Deposit,18.59,Transportation,Mobile,Completed
13731,3951,5376,2024-07-25,Withdrawal,81.97,Dining,Mobile,Completed
13732,3469,2617,2025-06-22,Withdrawal,103.91,Education,Online,Completed
13733,834,982,2025-09-11,Transfer,94.43,Dining,Phone,Completed
13734,3063,1188,2024-11-15,Withdrawal,70.74,Grocery,ATM,Completed
13735,4138,3481,2025-04-15,Withdrawal,271.92,Dining,ATM,Completed
13736,2561,2362,2025-08-07,Transfer,48.59,Retail,ATM,Completed
13737,4064,868,2025-05-11,Deposit,7.4,Retail,Mobile,Completed
13738,2387,2219,2024-01-17,Deposit,17.2,Education,ATM,Completed
13739,182,1869,2024-10-18,Transfer,38.17,Entertainment,Online,Completed
13740,3283,6485,2025-03-06,Deposit,66.55,Retail,Online,Completed
13741,1150,4312,2025-10-27,Purchase,91.97,Utilities,ATM,Completed
13742,2093,1359,2024-11-05,Payment,26.7,Utilities,Online,Completed
13743,4976,2282,2025-03-29,Purchase,27.86,Education,ATM,Failed
13744,1736,7279,2024-02-02,Transfer,50.41,Transportation,Phone,Completed
13745,2673,5109,2024-03-13,Purchase,60.39,Retail,Phone,Completed
13746,3178,5102,2025-12-09,Payment,6.01,Retail,Mobile,Failed
13747,1224,6401,2025-08-23,Transfer,37.88,Travel,Branch,Completed
13748,1867,7276,2024-10-23,Deposit,58.09,Retail,Mobile,Completed
13749,2268,2180,2024-04-04,Payment,27.41,Grocery,Online,Pending
13750,2606,6718,2024-12-23,Deposit,14.13,Grocery,Branch,Pending
13751,2008,970,2024-12-16,Purchase,76.57,Education,Branch,Completed
13752,3718,3401,2025-07-11,Deposit,103.93,Healthcare,Phone,Completed
13753,523,6517,2025-01-05,Transfer,41.58,Healthcare,ATM,Completed
13754,4330,219,2025-06-18,Deposit,61.62,Healthcare,Branch,Completed
13755,3310,6385,2024-01-22,Purchase,198.99,Retail,Mobile,Completed
13756,3198,4186,2025-10-27,Deposit,35.87,Transportation,Mobile,Pending
13757,2979,1854,2025-11-02,Transfer,59.91,Education,Online,Completed
13758,4260,5567,2025-01-02,Deposit,15.81,Dining,ATM,Completed
13759,499,4835,2025-04-19,Withdrawal,18.31,Education,ATM,Pending
13760,102,1989,2025-09-06,Withdrawal,723.42,Grocery,Mobile,Completed
13761,3897,2532,2025-10-28,Transfer,92.53,Entertainment,ATM,Completed
13762,117,2957,2024-10-14,Withdrawal,109.1,Utilities,Mobile,Failed
13763,3933,4817,2024-12-08,Deposit,422.37,Dining,ATM,Failed
13764,2925,2330,2024-07-14,Withdrawal,113.05,Transportation,Branch,Completed
13765,2065,2555,2024-01-02,Transfer,44.94,Entertainment,Phone,Failed
13766,2750,1680,2024-10-05,Payment,14.94,Retail,Mobile,Failed
13767,1304,635,2024-01-21,Withdrawal,232.61,Grocery,ATM,Pending
13768,3508,2560,2025-10-07,Payment,59.72,Utilities,Mobile,Completed
13769,1136,6214,2024-05-27,Withdrawal,51.24,Travel,Mobile,Completed
13770,1876,5617,2025-02-15,Purchase,37.17,Healthcare,Phone,Failed
13771,3716,686,2025-07-14,Deposit,50.44,Utilities,Online,Completed
13772,684,5572,2025-04-28,Transfer,16.82,Grocery,Mobile,Completed
13773,2565,3582,2024-10-15,Transfer,22.75,Entertainment,Phone,Completed
13774,660,7221,2025-07-22,Deposit,140.3,Utilities,Mobile,Completed
13775,4059,4168,2025-10-17,Transfer,13.29,Grocery,Online,Completed
13776,962,4792,2024-01-23,Transfer,31291.85,Travel,Branch,Failed
13777,2267,5130,2025-11-14,Payment,230.46,Grocery,Mobile,Completed
13778,4700,2121,2024-11-10,Payment,15.85,Grocery,Phone,Completed
13779,4176,4473,2024-04-05,Withdrawal,45.85,Healthcare,ATM,Completed
13780,2566,3647,2025-01-12,Deposit,109.77,Entertainment,ATM,Completed
13781,2283,103,2024-07-30,Deposit,30.31,Entertainment,Branch,Completed
13782,605,5398,2025-08-18,Purchase,195.47,Healthcare,Phone,Completed
13783,1824,6629,2024-11-14,Purchase,21.89,Retail,Branch,Completed
13784,2769,4001,2024-05-28,Withdrawal,75.03,Utilities,Branch,Failed
13785,4015,3871,2024-04-29,Purchase,166.86,Transportation,Phone,Completed
13786,2093,4158,2024-09-11,Purchase,307.88,Retail,Mobile,Completed
13787,4063,1056,2025-02-23,Transfer,109.0,Transportation,Mobile,Pending
13788,2660,2558,2025-01-31,Purchase,130.36,Healthcare,Mobile,Completed
13789,4369,2533,2025-05-22,Payment,83.76,Dining,Online,Completed
13790,523,5170,2024-08-27,Purchase,88.47,Travel,Mobile,Completed
13791,709,5360,2024-02-20,Deposit,15.84,Healthcare,Online,Completed
13792,4671,4859,2024-07-26,Payment,78.15,Dining,ATM,Completed
13793,434,1892,2024-02-24,Withdrawal,67.56,Entertainment,ATM,Completed
13794,4257,5779,2025-08-28,Deposit,124.96,Travel,Phone,Completed
13795,1724,5680,2024-03-14,Purchase,40.38,Retail,Phone,Completed
13796,3994,2857,2025-12-25,Purchase,174.81,Utilities,Branch,Failed
13797,2110,1705,2024-06-25,Transfer,22.56,Travel,Online,Completed
13798,449,6132,2025-05-03,Deposit,133.54,Education,ATM,Completed
13799,1211,3155,2024-03-10,Withdrawal,74.59,Healthcare,Phone,Pending
13800,965,4939,2024-06-26,Transfer,10.46,Grocery,Branch,Failed
13801,4564,4192,2024-06-21,Purchase,62.67,Transportation,ATM,Completed
13802,1897,3219,2024-12-15,Payment,39.77,Travel,ATM,Completed
13803,2139,2509,2025-12-03,Transfer,16.84,Travel,Phone,Completed
13804,1916,6528,2025-10-03,Transfer,77.88,Dining,Branch,Failed
13805,3437,713,2025-07-24,Payment,67.54,Travel,ATM,Completed
13806,680,2991,2025-10-11,Payment,108.72,Education,Branch,Completed
13807,3445,6142,2025-02-21,Payment,30.44,Healthcare,Online,Pending
13808,203,703,2024-11-29,Payment,175.83,Transportation,Mobile,Pending
13809,799,6813,2024-06-26,Payment,108.36,Entertainment,Mobile,Completed
13810,2769,2442,2025-09-26,Transfer,217.42,Travel,Branch,Failed
13811,3603,84,2024-07-10,Deposit,82.61,Healthcare,ATM,Completed
13812,4419,1454,2024-08-06,Deposit,54.26,Travel,Branch,Completed
13813,2576,6660,2025-04-04,Payment,20.86,Education,Online,Completed
13814,3876,1872,2024-09-03,Transfer,22.73,Travel,ATM,Failed
13815,4669,368,2025-09-30,Transfer,27.19,Travel,Phone,Completed
13816,1756,4870,2025-11-30,Payment,16.72,Education,Phone,Completed
13817,1703,3237,2025-03-19,Withdrawal,22.56,Travel,Mobile,Failed
13818,708,1298,2024-03-09,Transfer,23.01,Utilities,Phone,Completed
13819,1224,6401,2024-12-26,Withdrawal,175.35,Entertainment,Phone,Pending
13820,2429,7327,2024-01-05,Payment,272.25,Healthcare,Phone,Completed
13821,1109,5596,2025-07-29,Transfer,230.05,Retail,Branch,Completed
13822,3707,3622,2024-05-24,Withdrawal,63.04,Retail,Phone,Pending
13823,2490,283,2024-07-01,Purchase,64.85,Transportation,ATM,Completed
13824,4936,2406,2025-12-13,Purchase,52.88,Grocery,ATM,Completed
13825,274,1804,2025-12-10,Transfer,49.45,Healthcare,Mobile,Completed
13826,2867,3178,2024-07-31,Purchase,25.59,Retail,ATM,Completed
13827,1823,7460,2024-01-11,Payment,22.06,Utilities,Phone,Completed
13828,2339,4452,2024-12-23,Payment,294.9,Dining,Branch,Failed
13829,3829,1619,2025-03-20,Transfer,23.27,Education,Mobile,Pending
13830,1506,3514,2024-01-07,Payment,45.19,Entertainment,Phone,Completed
13831,1193,63,2025-04-18,Purchase,208.39,Retail,Online,Failed
13832,1556,6891,2024-11-25,Withdrawal,21.78,Utilities,Branch,Completed
13833,1088,2850,2025-08-24,Purchase,31.26,Transportation,Phone,Completed
13834,4609,1342,2025-11-24,Deposit,8.47,Education,Branch,Completed
13835,4782,163,2024-10-30,Payment,26.48,Utilities,Phone,Completed
13836,1250,912,2024-11-24,Withdrawal,33.28,Utilities,Mobile,Completed
13837,4269,1645,2025-05-15,Deposit,48.53,Education,Phone,Completed
13838,3444,6092,2025-05-02,Payment,882.49,Grocery,Branch,Completed
13839,2294,7197,2024-06-13,Deposit,20.6,Healthcare,ATM,Pending
13840,2127,4782,2025-04-17,Payment,29.96,Education,Branch,Failed
13841,2826,1320,2025-05-27,Payment,13.96,Entertainment,Mobile,Pending
13842,4537,24,2025-11-29,Transfer,24.67,Entertainment,Mobile,Completed
13843,2267,5130,2024-05-17,Purchase,301.43,Entertainment,Branch,Pending
13844,1110,3714,2024-10-09,Purchase,145.11,Entertainment,Phone,Failed
13845,3680,1057,2025-01-29,Payment,9.65,Healthcare,Phone,Pending
13846,4198,2921,2024-10-30,Deposit,114.48,Grocery,ATM,Completed
13847,1825,6539,2025-04-23,Withdrawal,87.74,Education,Mobile,Pending
13848,4452,6404,2025-07-12,Transfer,39.58,Healthcare,Branch,Failed
13849,824,1920,2024-07-10,Transfer,141.89,Retail,Phone,Completed
13850,2031,1329,2025-10-07,Withdrawal,11.93,Education,Branch,Pending
13851,1096,7002,2025-03-27,Deposit,147.62,Dining,Mobile,Failed
13852,4416,6265,2024-10-14,Deposit,309.17,Entertainment,Phone,Completed
13853,4727,3653,2025-09-15,Purchase,43.57,Entertainment,Phone,Completed
13854,1883,2372,2024-03-06,Purchase,72.6,Utilities,Phone,Completed
13855,1777,2411,2025-02-28,Deposit,15.98,Dining,ATM,Completed
13856,2993,2311,2025-07-03,Withdrawal,40.92,Education,ATM,Failed
13857,2432,4311,2025-06-15,Deposit,130.56,Utilities,Phone,Completed
13858,22,2799,2025-08-08,Payment,79.95,Utilities,ATM,Completed
13859,1267,2128,2025-09-05,Deposit,29.61,Education,ATM,Pending
13860,4156,2351,2024-02-10,Deposit,20.39,Utilities,Phone,Completed
13861,4394,6961,2025-10-17,Transfer,282.31,Healthcare,Online,Pending
13862,3298,5723,2024-04-12,Transfer,23.76,Grocery,ATM,Failed
13863,3915,6679,2024-02-02,Transfer,8.35,Utilities,Branch,Pending
13864,1016,1767,2024-03-18,Deposit,697.97,Utilities,ATM,Completed
13865,2519,3658,2025-04-04,Transfer,278.35,Grocery,Mobile,Completed
13866,4768,3276,2025-03-15,Withdrawal,141.15,Retail,ATM,Pending
13867,3621,3180,2024-02-07,Purchase,53.92,Retail,Mobile,Pending
13868,4086,5042,2024-10-09,Deposit,77.26,Retail,Online,Completed
13869,3602,3333,2024-02-09,Deposit,108.98,Entertainment,ATM,Failed
13870,371,902,2024-08-03,Deposit,86.95,Transportation,ATM,Failed
13871,3788,666,2024-09-30,Withdrawal,118.89,Utilities,Branch,Completed
13872,2794,2542,2025-03-11,Purchase,77.65,Grocery,ATM,Completed
13873,3885,6188,2025-05-06,Deposit,15.94,Entertainment,Online,Pending
13874,3292,6872,2024-04-01,Deposit,23.79,Utilities,Mobile,Completed
13875,1399,5373,2024-04-03,Deposit,67.93,Transportation,Mobile,Completed
13876,2459,3596,2025-12-18,Deposit,302.92,Transportation,Mobile,Completed
